__id,component_id,sum,count,mean_distance,min_distance,max_distance
6855,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
6856,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
6857,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
6858,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
6859,454,564.7561,572.0000,0.9873,0.9665,0.9967
6860,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
6861,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
6862,457,23.4406,24.0000,0.9767,0.9714,0.9822
6863,457,23.4406,24.0000,0.9767,0.9714,0.9822
6864,457,23.4406,24.0000,0.9767,0.9714,0.9822
6865,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
6866,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
6867,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
6868,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
6869,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
6870,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
6871,454,564.7561,572.0000,0.9873,0.9665,0.9967
6872,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
6873,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
6874,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
6875,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
6876,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
6877,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
6878,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
6879,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
6880,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
6881,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
6882,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
6883,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
6884,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
6885,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
6886,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
6887,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
6888,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
6889,458,11.9172,12.0000,0.9931,0.9889,0.9953
6890,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
6891,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
6892,457,23.4406,24.0000,0.9767,0.9714,0.9822
6893,454,564.7561,572.0000,0.9873,0.9665,0.9967
6894,454,564.7561,572.0000,0.9873,0.9665,0.9967
6895,458,11.9172,12.0000,0.9931,0.9889,0.9953
6896,454,564.7561,572.0000,0.9873,0.9665,0.9967
6897,454,564.7561,572.0000,0.9873,0.9665,0.9967
6898,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
6899,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
6900,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
6901,458,11.9172,12.0000,0.9931,0.9889,0.9953
6902,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
6903,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
6904,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
6905,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
6906,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
6907,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
6908,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
6909,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
6910,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
6911,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
6912,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
6913,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
6914,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
6915,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
6916,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
6917,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
6918,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
6919,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
6920,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
6921,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
6922,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
6923,457,23.4406,24.0000,0.9767,0.9714,0.9822
6924,457,23.4406,24.0000,0.9767,0.9714,0.9822
6925,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
6926,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
6927,454,564.7561,572.0000,0.9873,0.9665,0.9967
6928,454,564.7561,572.0000,0.9873,0.9665,0.9967
6929,459,11.8350,12.0000,0.9863,0.9842,0.9873
6930,459,11.8350,12.0000,0.9863,0.9842,0.9873
6931,454,564.7561,572.0000,0.9873,0.9665,0.9967
6932,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
6933,454,564.7561,572.0000,0.9873,0.9665,0.9967
6934,454,564.7561,572.0000,0.9873,0.9665,0.9967
6935,454,564.7561,572.0000,0.9873,0.9665,0.9967
6936,454,564.7561,572.0000,0.9873,0.9665,0.9967
6937,454,564.7561,572.0000,0.9873,0.9665,0.9967
6938,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
6939,454,564.7561,572.0000,0.9873,0.9665,0.9967
6940,454,564.7561,572.0000,0.9873,0.9665,0.9967
6941,454,564.7561,572.0000,0.9873,0.9665,0.9967
6942,454,564.7561,572.0000,0.9873,0.9665,0.9967
6943,454,564.7561,572.0000,0.9873,0.9665,0.9967
6944,454,564.7561,572.0000,0.9873,0.9665,0.9967
6945,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
6946,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
6947,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
6948,453,200.7095,204.0000,0.9839,0.9626,0.9946
6949,453,200.7095,204.0000,0.9839,0.9626,0.9946
6950,460,19.6984,20.0000,0.9849,0.9711,0.9936
6951,460,19.6984,20.0000,0.9849,0.9711,0.9936
6952,460,19.6984,20.0000,0.9849,0.9711,0.9936
6953,460,19.6984,20.0000,0.9849,0.9711,0.9936
6954,454,564.7561,572.0000,0.9873,0.9665,0.9967
6955,454,564.7561,572.0000,0.9873,0.9665,0.9967
6956,454,564.7561,572.0000,0.9873,0.9665,0.9967
6957,454,564.7561,572.0000,0.9873,0.9665,0.9967
6958,454,564.7561,572.0000,0.9873,0.9665,0.9967
6959,454,564.7561,572.0000,0.9873,0.9665,0.9967
6960,454,564.7561,572.0000,0.9873,0.9665,0.9967
6961,454,564.7561,572.0000,0.9873,0.9665,0.9967
6962,454,564.7561,572.0000,0.9873,0.9665,0.9967
6963,454,564.7561,572.0000,0.9873,0.9665,0.9967
6964,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
6965,454,564.7561,572.0000,0.9873,0.9665,0.9967
6966,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
6967,454,564.7561,572.0000,0.9873,0.9665,0.9967
6968,454,564.7561,572.0000,0.9873,0.9665,0.9967
6969,454,564.7561,572.0000,0.9873,0.9665,0.9967
6970,454,564.7561,572.0000,0.9873,0.9665,0.9967
6971,454,564.7561,572.0000,0.9873,0.9665,0.9967
6972,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
6973,454,564.7561,572.0000,0.9873,0.9665,0.9967
6974,454,564.7561,572.0000,0.9873,0.9665,0.9967
6975,454,564.7561,572.0000,0.9873,0.9665,0.9967
6976,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
6977,454,564.7561,572.0000,0.9873,0.9665,0.9967
6978,454,564.7561,572.0000,0.9873,0.9665,0.9967
6979,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
6980,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
6981,459,11.8350,12.0000,0.9863,0.9842,0.9873
6982,460,19.6984,20.0000,0.9849,0.9711,0.9936
6983,453,200.7095,204.0000,0.9839,0.9626,0.9946
6984,453,200.7095,204.0000,0.9839,0.9626,0.9946
6985,453,200.7095,204.0000,0.9839,0.9626,0.9946
6986,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
6987,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
6988,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
6989,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
6990,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
6991,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
6992,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
6993,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
6994,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
6995,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
6996,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
6997,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
6998,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
6999,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
7000,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7001,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7002,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7003,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7004,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
7005,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7006,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7007,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7008,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7009,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7010,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7011,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7012,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7013,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
7014,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7015,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7016,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7017,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7018,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
7019,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7020,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7021,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7022,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7023,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7024,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7025,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7026,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7027,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7028,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7029,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7030,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7031,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
7032,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7033,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7034,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7035,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7036,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7037,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7038,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7039,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7040,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7041,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
7042,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7043,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7044,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7045,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7046,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
7047,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7048,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7049,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7050,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7051,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
7052,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7053,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7054,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7055,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7056,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7057,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7058,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7059,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7060,461,35.6877,36.0000,0.9913,0.9865,0.9949
7061,461,35.6877,36.0000,0.9913,0.9865,0.9949
7062,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7063,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7064,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7065,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7066,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
7067,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7068,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7069,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
7070,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7071,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7072,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7073,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7074,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
7075,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7076,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7077,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7078,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7079,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
7080,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7081,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7082,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7083,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7084,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
7085,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7086,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7087,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7088,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7089,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7090,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7091,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7092,462,39.6061,40.0000,0.9902,0.9812,0.9966
7093,462,39.6061,40.0000,0.9902,0.9812,0.9966
7094,462,39.6061,40.0000,0.9902,0.9812,0.9966
7095,462,39.6061,40.0000,0.9902,0.9812,0.9966
7096,462,39.6061,40.0000,0.9902,0.9812,0.9966
7097,462,39.6061,40.0000,0.9902,0.9812,0.9966
7098,462,39.6061,40.0000,0.9902,0.9812,0.9966
7099,462,39.6061,40.0000,0.9902,0.9812,0.9966
7100,462,39.6061,40.0000,0.9902,0.9812,0.9966
7101,462,39.6061,40.0000,0.9902,0.9812,0.9966
7102,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
7103,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7104,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7105,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7106,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7107,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
7108,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7109,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7110,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7111,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7112,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7113,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
7114,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7115,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7116,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7117,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7118,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7119,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7120,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7121,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7122,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
7123,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7124,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7125,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7126,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7127,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7128,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7129,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7130,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7131,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7132,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7133,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7134,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7135,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7136,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
7137,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
7138,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7139,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7140,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
7141,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7142,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7143,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7144,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7145,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7146,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7147,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7148,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7149,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7150,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
7151,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7152,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7153,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7154,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7155,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7156,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
7157,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7158,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7159,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7160,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7161,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7162,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7163,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7164,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7165,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
7166,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7167,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7168,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7169,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7170,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
7171,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7172,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7173,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7174,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7175,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7176,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7177,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7178,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7179,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7180,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7181,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
7182,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
7183,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
7184,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7185,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
7186,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
7187,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
7188,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
7189,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
7190,463,19.7548,20.0000,0.9877,0.9753,0.9929
7191,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7192,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
7193,463,19.7548,20.0000,0.9877,0.9753,0.9929
7194,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
7195,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
7196,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
7197,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
7198,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
7199,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
7200,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
7201,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
7202,454,564.7561,572.0000,0.9873,0.9665,0.9967
7203,454,564.7561,572.0000,0.9873,0.9665,0.9967
7204,454,564.7561,572.0000,0.9873,0.9665,0.9967
7205,454,564.7561,572.0000,0.9873,0.9665,0.9967
7206,454,564.7561,572.0000,0.9873,0.9665,0.9967
7207,454,564.7561,572.0000,0.9873,0.9665,0.9967
7208,454,564.7561,572.0000,0.9873,0.9665,0.9967
7209,454,564.7561,572.0000,0.9873,0.9665,0.9967
7210,463,19.7548,20.0000,0.9877,0.9753,0.9929
7211,463,19.7548,20.0000,0.9877,0.9753,0.9929
7212,454,564.7561,572.0000,0.9873,0.9665,0.9967
7213,454,564.7561,572.0000,0.9873,0.9665,0.9967
7214,454,564.7561,572.0000,0.9873,0.9665,0.9967
7215,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7216,464,11.8684,12.0000,0.9890,0.9834,0.9938
7217,464,11.8684,12.0000,0.9890,0.9834,0.9938
7218,454,564.7561,572.0000,0.9873,0.9665,0.9967
7219,454,564.7561,572.0000,0.9873,0.9665,0.9967
7220,464,11.8684,12.0000,0.9890,0.9834,0.9938
7221,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7222,454,564.7561,572.0000,0.9873,0.9665,0.9967
7223,454,564.7561,572.0000,0.9873,0.9665,0.9967
7224,454,564.7561,572.0000,0.9873,0.9665,0.9967
7225,454,564.7561,572.0000,0.9873,0.9665,0.9967
7226,454,564.7561,572.0000,0.9873,0.9665,0.9967
7227,454,564.7561,572.0000,0.9873,0.9665,0.9967
7228,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7229,454,564.7561,572.0000,0.9873,0.9665,0.9967
7230,454,564.7561,572.0000,0.9873,0.9665,0.9967
7231,454,564.7561,572.0000,0.9873,0.9665,0.9967
7232,463,19.7548,20.0000,0.9877,0.9753,0.9929
7233,453,200.7095,204.0000,0.9839,0.9626,0.9946
7234,453,200.7095,204.0000,0.9839,0.9626,0.9946
7235,453,200.7095,204.0000,0.9839,0.9626,0.9946
7236,453,200.7095,204.0000,0.9839,0.9626,0.9946
7237,453,200.7095,204.0000,0.9839,0.9626,0.9946
7238,454,564.7561,572.0000,0.9873,0.9665,0.9967
7239,454,564.7561,572.0000,0.9873,0.9665,0.9967
7240,454,564.7561,572.0000,0.9873,0.9665,0.9967
7241,454,564.7561,572.0000,0.9873,0.9665,0.9967
7242,454,564.7561,572.0000,0.9873,0.9665,0.9967
7243,453,200.7095,204.0000,0.9839,0.9626,0.9946
7244,453,200.7095,204.0000,0.9839,0.9626,0.9946
7245,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7246,453,200.7095,204.0000,0.9839,0.9626,0.9946
7247,453,200.7095,204.0000,0.9839,0.9626,0.9946
7248,453,200.7095,204.0000,0.9839,0.9626,0.9946
7249,453,200.7095,204.0000,0.9839,0.9626,0.9946
7250,453,200.7095,204.0000,0.9839,0.9626,0.9946
7251,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
7252,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
7253,454,564.7561,572.0000,0.9873,0.9665,0.9967
7254,454,564.7561,572.0000,0.9873,0.9665,0.9967
7255,454,564.7561,572.0000,0.9873,0.9665,0.9967
7256,454,564.7561,572.0000,0.9873,0.9665,0.9967
7257,454,564.7561,572.0000,0.9873,0.9665,0.9967
7258,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7259,453,200.7095,204.0000,0.9839,0.9626,0.9946
7260,453,200.7095,204.0000,0.9839,0.9626,0.9946
7261,453,200.7095,204.0000,0.9839,0.9626,0.9946
7262,454,564.7561,572.0000,0.9873,0.9665,0.9967
7263,454,564.7561,572.0000,0.9873,0.9665,0.9967
7264,454,564.7561,572.0000,0.9873,0.9665,0.9967
7265,465,23.7780,24.0000,0.9908,0.9831,0.9961
7266,454,564.7561,572.0000,0.9873,0.9665,0.9967
7267,454,564.7561,572.0000,0.9873,0.9665,0.9967
7268,454,564.7561,572.0000,0.9873,0.9665,0.9967
7269,454,564.7561,572.0000,0.9873,0.9665,0.9967
7270,454,564.7561,572.0000,0.9873,0.9665,0.9967
7271,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
7272,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
7273,181,2803.4585,2844.0000,0.9857,0.9655,0.9969
7274,453,200.7095,204.0000,0.9839,0.9626,0.9946
7275,453,200.7095,204.0000,0.9839,0.9626,0.9946
7276,453,200.7095,204.0000,0.9839,0.9626,0.9946
7277,465,23.7780,24.0000,0.9908,0.9831,0.9961
7278,453,200.7095,204.0000,0.9839,0.9626,0.9946
7279,453,200.7095,204.0000,0.9839,0.9626,0.9946
7280,453,200.7095,204.0000,0.9839,0.9626,0.9946
7281,454,564.7561,572.0000,0.9873,0.9665,0.9967
7282,454,564.7561,572.0000,0.9873,0.9665,0.9967
7283,454,564.7561,572.0000,0.9873,0.9665,0.9967
7284,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7285,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7286,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7287,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7288,465,23.7780,24.0000,0.9908,0.9831,0.9961
7289,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7290,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7291,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7292,466,11.8846,12.0000,0.9904,0.9886,0.9929
7293,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7294,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7295,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7296,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7297,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7298,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7299,451,4652.6802,4714.0000,0.9870,0.9604,0.9985
7300,465,23.7780,24.0000,0.9908,0.9831,0.9961
