__id,component_id,sum,count,mean_distance,min_distance,max_distance
475,21,192.6217,196.0000,0.9828,0.9609,0.9950
476,52,11.7677,12.0000,0.9806,0.9697,0.9922
477,52,11.7677,12.0000,0.9806,0.9697,0.9922
478,52,11.7677,12.0000,0.9806,0.9697,0.9922
479,53,60.8421,62.0000,0.9813,0.9608,0.9940
480,53,60.8421,62.0000,0.9813,0.9608,0.9940
481,53,60.8421,62.0000,0.9813,0.9608,0.9940
482,53,60.8421,62.0000,0.9813,0.9608,0.9940
483,51,43.3367,44.0000,0.9849,0.9742,0.9936
484,53,60.8421,62.0000,0.9813,0.9608,0.9940
485,53,60.8421,62.0000,0.9813,0.9608,0.9940
486,53,60.8421,62.0000,0.9813,0.9608,0.9940
487,53,60.8421,62.0000,0.9813,0.9608,0.9940
488,53,60.8421,62.0000,0.9813,0.9608,0.9940
489,54,0.0000,0.0000,0.0000,0.0000,0.0000
490,21,192.6217,196.0000,0.9828,0.9609,0.9950
491,21,192.6217,196.0000,0.9828,0.9609,0.9950
492,55,15.7111,16.0000,0.9819,0.9812,0.9830
493,55,15.7111,16.0000,0.9819,0.9812,0.9830
494,21,192.6217,196.0000,0.9828,0.9609,0.9950
495,8,184.7370,188.0000,0.9826,0.9611,0.9948
496,55,15.7111,16.0000,0.9819,0.9812,0.9830
497,55,15.7111,16.0000,0.9819,0.9812,0.9830
498,21,192.6217,196.0000,0.9828,0.9609,0.9950
499,21,192.6217,196.0000,0.9828,0.9609,0.9950
500,21,192.6217,196.0000,0.9828,0.9609,0.9950
501,51,43.3367,44.0000,0.9849,0.9742,0.9936
502,21,192.6217,196.0000,0.9828,0.9609,0.9950
503,21,192.6217,196.0000,0.9828,0.9609,0.9950
504,53,60.8421,62.0000,0.9813,0.9608,0.9940
505,53,60.8421,62.0000,0.9813,0.9608,0.9940
506,53,60.8421,62.0000,0.9813,0.9608,0.9940
507,53,60.8421,62.0000,0.9813,0.9608,0.9940
508,51,43.3367,44.0000,0.9849,0.9742,0.9936
509,53,60.8421,62.0000,0.9813,0.9608,0.9940
510,8,184.7370,188.0000,0.9826,0.9611,0.9948
511,53,60.8421,62.0000,0.9813,0.9608,0.9940
512,53,60.8421,62.0000,0.9813,0.9608,0.9940
513,21,192.6217,196.0000,0.9828,0.9609,0.9950
514,21,192.6217,196.0000,0.9828,0.9609,0.9950
515,21,192.6217,196.0000,0.9828,0.9609,0.9950
516,21,192.6217,196.0000,0.9828,0.9609,0.9950
517,56,106.2360,108.0000,0.9837,0.9686,0.9940
518,56,106.2360,108.0000,0.9837,0.9686,0.9940
519,56,106.2360,108.0000,0.9837,0.9686,0.9940
520,51,43.3367,44.0000,0.9849,0.9742,0.9936
521,57,50.9945,52.0000,0.9807,0.9684,0.9957
522,57,50.9945,52.0000,0.9807,0.9684,0.9957
523,57,50.9945,52.0000,0.9807,0.9684,0.9957
524,8,184.7370,188.0000,0.9826,0.9611,0.9948
525,8,184.7370,188.0000,0.9826,0.9611,0.9948
526,51,43.3367,44.0000,0.9849,0.9742,0.9936
527,58,50.9085,52.0000,0.9790,0.9635,0.9939
528,57,50.9945,52.0000,0.9807,0.9684,0.9957
529,57,50.9945,52.0000,0.9807,0.9684,0.9957
530,58,50.9085,52.0000,0.9790,0.9635,0.9939
531,56,106.2360,108.0000,0.9837,0.9686,0.9940
532,56,106.2360,108.0000,0.9837,0.9686,0.9940
533,56,106.2360,108.0000,0.9837,0.9686,0.9940
534,56,106.2360,108.0000,0.9837,0.9686,0.9940
535,56,106.2360,108.0000,0.9837,0.9686,0.9940
536,8,184.7370,188.0000,0.9826,0.9611,0.9948
537,8,184.7370,188.0000,0.9826,0.9611,0.9948
538,8,184.7370,188.0000,0.9826,0.9611,0.9948
539,59,19.7355,20.0000,0.9868,0.9769,0.9930
540,59,19.7355,20.0000,0.9868,0.9769,0.9930
541,59,19.7355,20.0000,0.9868,0.9769,0.9930
542,56,106.2360,108.0000,0.9837,0.9686,0.9940
543,51,43.3367,44.0000,0.9849,0.9742,0.9936
544,56,106.2360,108.0000,0.9837,0.9686,0.9940
545,56,106.2360,108.0000,0.9837,0.9686,0.9940
546,56,106.2360,108.0000,0.9837,0.9686,0.9940
547,56,106.2360,108.0000,0.9837,0.9686,0.9940
548,57,50.9945,52.0000,0.9807,0.9684,0.9957
549,57,50.9945,52.0000,0.9807,0.9684,0.9957
550,57,50.9945,52.0000,0.9807,0.9684,0.9957
551,8,184.7370,188.0000,0.9826,0.9611,0.9948
552,58,50.9085,52.0000,0.9790,0.9635,0.9939
553,58,50.9085,52.0000,0.9790,0.9635,0.9939
554,58,50.9085,52.0000,0.9790,0.9635,0.9939
555,58,50.9085,52.0000,0.9790,0.9635,0.9939
556,51,43.3367,44.0000,0.9849,0.9742,0.9936
557,58,50.9085,52.0000,0.9790,0.9635,0.9939
558,58,50.9085,52.0000,0.9790,0.9635,0.9939
559,58,50.9085,52.0000,0.9790,0.9635,0.9939
560,58,50.9085,52.0000,0.9790,0.9635,0.9939
561,58,50.9085,52.0000,0.9790,0.9635,0.9939
562,60,23.6386,24.0000,0.9849,0.9725,0.9911
563,58,50.9085,52.0000,0.9790,0.9635,0.9939
564,57,50.9945,52.0000,0.9807,0.9684,0.9957
565,57,50.9945,52.0000,0.9807,0.9684,0.9957
566,8,184.7370,188.0000,0.9826,0.9611,0.9948
567,56,106.2360,108.0000,0.9837,0.9686,0.9940
568,56,106.2360,108.0000,0.9837,0.9686,0.9940
569,60,23.6386,24.0000,0.9849,0.9725,0.9911
570,56,106.2360,108.0000,0.9837,0.9686,0.9940
571,56,106.2360,108.0000,0.9837,0.9686,0.9940
572,56,106.2360,108.0000,0.9837,0.9686,0.9940
573,56,106.2360,108.0000,0.9837,0.9686,0.9940
574,56,106.2360,108.0000,0.9837,0.9686,0.9940
575,56,106.2360,108.0000,0.9837,0.9686,0.9940
576,56,106.2360,108.0000,0.9837,0.9686,0.9940
577,56,106.2360,108.0000,0.9837,0.9686,0.9940
578,56,106.2360,108.0000,0.9837,0.9686,0.9940
579,56,106.2360,108.0000,0.9837,0.9686,0.9940
580,8,184.7370,188.0000,0.9826,0.9611,0.9948
581,8,184.7370,188.0000,0.9826,0.9611,0.9948
582,8,184.7370,188.0000,0.9826,0.9611,0.9948
583,59,19.7355,20.0000,0.9868,0.9769,0.9930
584,59,19.7355,20.0000,0.9868,0.9769,0.9930
585,56,106.2360,108.0000,0.9837,0.9686,0.9940
586,56,106.2360,108.0000,0.9837,0.9686,0.9940
587,57,50.9945,52.0000,0.9807,0.9684,0.9957
588,57,50.9945,52.0000,0.9807,0.9684,0.9957
589,57,50.9945,52.0000,0.9807,0.9684,0.9957
590,58,50.9085,52.0000,0.9790,0.9635,0.9939
591,60,23.6386,24.0000,0.9849,0.9725,0.9911
592,8,184.7370,188.0000,0.9826,0.9611,0.9948
593,8,184.7370,188.0000,0.9826,0.9611,0.9948
594,61,131.3954,134.0000,0.9806,0.9627,0.9950
595,61,131.3954,134.0000,0.9806,0.9627,0.9950
596,61,131.3954,134.0000,0.9806,0.9627,0.9950
597,61,131.3954,134.0000,0.9806,0.9627,0.9950
598,60,23.6386,24.0000,0.9849,0.9725,0.9911
599,61,131.3954,134.0000,0.9806,0.9627,0.9950
600,62,43.1805,44.0000,0.9814,0.9707,0.9938
601,62,43.1805,44.0000,0.9814,0.9707,0.9938
602,62,43.1805,44.0000,0.9814,0.9707,0.9938
603,63,3.9735,4.0000,0.9934,0.9934,0.9934
604,63,3.9735,4.0000,0.9934,0.9934,0.9934
605,60,23.6386,24.0000,0.9849,0.9725,0.9911
606,64,15.7820,16.0000,0.9864,0.9730,0.9936
607,62,43.1805,44.0000,0.9814,0.9707,0.9938
608,62,43.1805,44.0000,0.9814,0.9707,0.9938
609,62,43.1805,44.0000,0.9814,0.9707,0.9938
610,62,43.1805,44.0000,0.9814,0.9707,0.9938
611,60,23.6386,24.0000,0.9849,0.9725,0.9911
612,61,131.3954,134.0000,0.9806,0.9627,0.9950
613,61,131.3954,134.0000,0.9806,0.9627,0.9950
614,61,131.3954,134.0000,0.9806,0.9627,0.9950
615,61,131.3954,134.0000,0.9806,0.9627,0.9950
616,61,131.3954,134.0000,0.9806,0.9627,0.9950
617,8,184.7370,188.0000,0.9826,0.9611,0.9948
618,61,131.3954,134.0000,0.9806,0.9627,0.9950
619,61,131.3954,134.0000,0.9806,0.9627,0.9950
620,65,11.7661,12.0000,0.9805,0.9720,0.9957
621,61,131.3954,134.0000,0.9806,0.9627,0.9950
622,61,131.3954,134.0000,0.9806,0.9627,0.9950
623,61,131.3954,134.0000,0.9806,0.9627,0.9950
624,61,131.3954,134.0000,0.9806,0.9627,0.9950
625,61,131.3954,134.0000,0.9806,0.9627,0.9950
626,62,43.1805,44.0000,0.9814,0.9707,0.9938
627,62,43.1805,44.0000,0.9814,0.9707,0.9938
628,62,43.1805,44.0000,0.9814,0.9707,0.9938
629,65,11.7661,12.0000,0.9805,0.9720,0.9957
630,65,11.7661,12.0000,0.9805,0.9720,0.9957
631,61,131.3954,134.0000,0.9806,0.9627,0.9950
632,61,131.3954,134.0000,0.9806,0.9627,0.9950
633,61,131.3954,134.0000,0.9806,0.9627,0.9950
634,61,131.3954,134.0000,0.9806,0.9627,0.9950
635,66,74.5628,76.0000,0.9811,0.9690,0.9939
636,61,131.3954,134.0000,0.9806,0.9627,0.9950
637,61,131.3954,134.0000,0.9806,0.9627,0.9950
638,61,131.3954,134.0000,0.9806,0.9627,0.9950
639,61,131.3954,134.0000,0.9806,0.9627,0.9950
640,61,131.3954,134.0000,0.9806,0.9627,0.9950
641,66,74.5628,76.0000,0.9811,0.9690,0.9939
642,64,15.7820,16.0000,0.9864,0.9730,0.9936
643,64,15.7820,16.0000,0.9864,0.9730,0.9936
644,64,15.7820,16.0000,0.9864,0.9730,0.9936
645,62,43.1805,44.0000,0.9814,0.9707,0.9938
646,61,131.3954,134.0000,0.9806,0.9627,0.9950
647,61,131.3954,134.0000,0.9806,0.9627,0.9950
648,66,74.5628,76.0000,0.9811,0.9690,0.9939
649,61,131.3954,134.0000,0.9806,0.9627,0.9950
650,61,131.3954,134.0000,0.9806,0.9627,0.9950
651,61,131.3954,134.0000,0.9806,0.9627,0.9950
652,67,27.5661,28.0000,0.9845,0.9761,0.9928
653,67,27.5661,28.0000,0.9845,0.9761,0.9928
654,68,11.7057,12.0000,0.9755,0.9732,0.9798
655,69,145.5387,148.0000,0.9834,0.9657,0.9957
656,69,145.5387,148.0000,0.9834,0.9657,0.9957
657,69,145.5387,148.0000,0.9834,0.9657,0.9957
658,69,145.5387,148.0000,0.9834,0.9657,0.9957
659,69,145.5387,148.0000,0.9834,0.9657,0.9957
660,69,145.5387,148.0000,0.9834,0.9657,0.9957
661,69,145.5387,148.0000,0.9834,0.9657,0.9957
662,69,145.5387,148.0000,0.9834,0.9657,0.9957
663,69,145.5387,148.0000,0.9834,0.9657,0.9957
664,69,145.5387,148.0000,0.9834,0.9657,0.9957
665,69,145.5387,148.0000,0.9834,0.9657,0.9957
666,66,74.5628,76.0000,0.9811,0.9690,0.9939
667,69,145.5387,148.0000,0.9834,0.9657,0.9957
668,69,145.5387,148.0000,0.9834,0.9657,0.9957
669,69,145.5387,148.0000,0.9834,0.9657,0.9957
670,17,58.8723,60.0000,0.9812,0.9631,0.9950
671,17,58.8723,60.0000,0.9812,0.9631,0.9950
672,68,11.7057,12.0000,0.9755,0.9732,0.9798
673,67,27.5661,28.0000,0.9845,0.9761,0.9928
674,67,27.5661,28.0000,0.9845,0.9761,0.9928
675,67,27.5661,28.0000,0.9845,0.9761,0.9928
676,69,145.5387,148.0000,0.9834,0.9657,0.9957
677,69,145.5387,148.0000,0.9834,0.9657,0.9957
678,69,145.5387,148.0000,0.9834,0.9657,0.9957
679,4,19.5595,20.0000,0.9780,0.9613,0.9906
680,8,184.7370,188.0000,0.9826,0.9611,0.9948
681,69,145.5387,148.0000,0.9834,0.9657,0.9957
682,17,58.8723,60.0000,0.9812,0.9631,0.9950
683,70,3.9700,4.0000,0.9925,0.9925,0.9925
684,70,3.9700,4.0000,0.9925,0.9925,0.9925
685,69,145.5387,148.0000,0.9834,0.9657,0.9957
686,69,145.5387,148.0000,0.9834,0.9657,0.9957
687,4,19.5595,20.0000,0.9780,0.9613,0.9906
688,71,15.8667,16.0000,0.9917,0.9894,0.9928
689,71,15.8667,16.0000,0.9917,0.9894,0.9928
690,71,15.8667,16.0000,0.9917,0.9894,0.9928
691,71,15.8667,16.0000,0.9917,0.9894,0.9928
692,67,27.5661,28.0000,0.9845,0.9761,0.9928
693,67,27.5661,28.0000,0.9845,0.9761,0.9928
694,68,11.7057,12.0000,0.9755,0.9732,0.9798
695,69,145.5387,148.0000,0.9834,0.9657,0.9957
696,69,145.5387,148.0000,0.9834,0.9657,0.9957
697,69,145.5387,148.0000,0.9834,0.9657,0.9957
698,32,11.8432,12.0000,0.9869,0.9812,0.9908
699,69,145.5387,148.0000,0.9834,0.9657,0.9957
700,69,145.5387,148.0000,0.9834,0.9657,0.9957
701,17,58.8723,60.0000,0.9812,0.9631,0.9950
702,69,145.5387,148.0000,0.9834,0.9657,0.9957
703,72,27.6280,28.0000,0.9867,0.9731,0.9913
704,72,27.6280,28.0000,0.9867,0.9731,0.9913
705,72,27.6280,28.0000,0.9867,0.9731,0.9913
706,72,27.6280,28.0000,0.9867,0.9731,0.9913
707,72,27.6280,28.0000,0.9867,0.9731,0.9913
708,72,27.6280,28.0000,0.9867,0.9731,0.9913
709,72,27.6280,28.0000,0.9867,0.9731,0.9913
710,69,145.5387,148.0000,0.9834,0.9657,0.9957
711,69,145.5387,148.0000,0.9834,0.9657,0.9957
712,69,145.5387,148.0000,0.9834,0.9657,0.9957
713,69,145.5387,148.0000,0.9834,0.9657,0.9957
714,69,145.5387,148.0000,0.9834,0.9657,0.9957
715,66,74.5628,76.0000,0.9811,0.9690,0.9939
716,69,145.5387,148.0000,0.9834,0.9657,0.9957
717,8,184.7370,188.0000,0.9826,0.9611,0.9948
718,8,184.7370,188.0000,0.9826,0.9611,0.9948
719,21,192.6217,196.0000,0.9828,0.9609,0.9950
720,21,192.6217,196.0000,0.9828,0.9609,0.9950
721,69,145.5387,148.0000,0.9834,0.9657,0.9957
722,69,145.5387,148.0000,0.9834,0.9657,0.9957
723,69,145.5387,148.0000,0.9834,0.9657,0.9957
724,69,145.5387,148.0000,0.9834,0.9657,0.9957
725,69,145.5387,148.0000,0.9834,0.9657,0.9957
726,22,96.4029,98.0000,0.9837,0.9608,0.9950
727,22,96.4029,98.0000,0.9837,0.9608,0.9950
728,22,96.4029,98.0000,0.9837,0.9608,0.9950
729,66,74.5628,76.0000,0.9811,0.9690,0.9939
730,22,96.4029,98.0000,0.9837,0.9608,0.9950
731,22,96.4029,98.0000,0.9837,0.9608,0.9950
732,22,96.4029,98.0000,0.9837,0.9608,0.9950
733,22,96.4029,98.0000,0.9837,0.9608,0.9950
734,21,192.6217,196.0000,0.9828,0.9609,0.9950
735,22,96.4029,98.0000,0.9837,0.9608,0.9950
736,22,96.4029,98.0000,0.9837,0.9608,0.9950
737,73,15.7019,16.0000,0.9814,0.9744,0.9923
738,73,15.7019,16.0000,0.9814,0.9744,0.9923
739,22,96.4029,98.0000,0.9837,0.9608,0.9950
740,22,96.4029,98.0000,0.9837,0.9608,0.9950
741,74,66.7321,68.0000,0.9814,0.9674,0.9948
742,66,74.5628,76.0000,0.9811,0.9690,0.9939
743,74,66.7321,68.0000,0.9814,0.9674,0.9948
744,74,66.7321,68.0000,0.9814,0.9674,0.9948
745,74,66.7321,68.0000,0.9814,0.9674,0.9948
746,74,66.7321,68.0000,0.9814,0.9674,0.9948
747,74,66.7321,68.0000,0.9814,0.9674,0.9948
748,74,66.7321,68.0000,0.9814,0.9674,0.9948
749,74,66.7321,68.0000,0.9814,0.9674,0.9948
750,66,74.5628,76.0000,0.9811,0.9690,0.9939
751,74,66.7321,68.0000,0.9814,0.9674,0.9948
752,74,66.7321,68.0000,0.9814,0.9674,0.9948
753,74,66.7321,68.0000,0.9814,0.9674,0.9948
754,74,66.7321,68.0000,0.9814,0.9674,0.9948
755,74,66.7321,68.0000,0.9814,0.9674,0.9948
756,74,66.7321,68.0000,0.9814,0.9674,0.9948
757,74,66.7321,68.0000,0.9814,0.9674,0.9948
758,75,11.8038,12.0000,0.9837,0.9786,0.9929
759,75,11.8038,12.0000,0.9837,0.9786,0.9929
760,22,96.4029,98.0000,0.9837,0.9608,0.9950
761,22,96.4029,98.0000,0.9837,0.9608,0.9950
762,22,96.4029,98.0000,0.9837,0.9608,0.9950
763,22,96.4029,98.0000,0.9837,0.9608,0.9950
764,66,74.5628,76.0000,0.9811,0.9690,0.9939
765,22,96.4029,98.0000,0.9837,0.9608,0.9950
766,22,96.4029,98.0000,0.9837,0.9608,0.9950
767,22,96.4029,98.0000,0.9837,0.9608,0.9950
768,22,96.4029,98.0000,0.9837,0.9608,0.9950
769,21,192.6217,196.0000,0.9828,0.9609,0.9950
770,21,192.6217,196.0000,0.9828,0.9609,0.9950
771,22,96.4029,98.0000,0.9837,0.9608,0.9950
772,22,96.4029,98.0000,0.9837,0.9608,0.9950
773,73,15.7019,16.0000,0.9814,0.9744,0.9923
774,73,15.7019,16.0000,0.9814,0.9744,0.9923
775,22,96.4029,98.0000,0.9837,0.9608,0.9950
776,22,96.4029,98.0000,0.9837,0.9608,0.9950
777,75,11.8038,12.0000,0.9837,0.9786,0.9929
778,74,66.7321,68.0000,0.9814,0.9674,0.9948
779,74,66.7321,68.0000,0.9814,0.9674,0.9948
780,74,66.7321,68.0000,0.9814,0.9674,0.9948
781,74,66.7321,68.0000,0.9814,0.9674,0.9948
782,76,68.5744,70.0000,0.9796,0.9636,0.9938
783,76,68.5744,70.0000,0.9796,0.9636,0.9938
784,66,74.5628,76.0000,0.9811,0.9690,0.9939
785,76,68.5744,70.0000,0.9796,0.9636,0.9938
786,76,68.5744,70.0000,0.9796,0.9636,0.9938
787,21,192.6217,196.0000,0.9828,0.9609,0.9950
788,21,192.6217,196.0000,0.9828,0.9609,0.9950
789,76,68.5744,70.0000,0.9796,0.9636,0.9938
790,76,68.5744,70.0000,0.9796,0.9636,0.9938
791,66,74.5628,76.0000,0.9811,0.9690,0.9939
792,76,68.5744,70.0000,0.9796,0.9636,0.9938
793,76,68.5744,70.0000,0.9796,0.9636,0.9938
794,76,68.5744,70.0000,0.9796,0.9636,0.9938
795,76,68.5744,70.0000,0.9796,0.9636,0.9938
796,77,55.1786,56.0000,0.9853,0.9735,0.9948
797,77,55.1786,56.0000,0.9853,0.9735,0.9948
798,78,11.8150,12.0000,0.9846,0.9791,0.9930
799,66,74.5628,76.0000,0.9811,0.9690,0.9939
800,77,55.1786,56.0000,0.9853,0.9735,0.9948
801,77,55.1786,56.0000,0.9853,0.9735,0.9948
802,77,55.1786,56.0000,0.9853,0.9735,0.9948
803,77,55.1786,56.0000,0.9853,0.9735,0.9948
804,21,192.6217,196.0000,0.9828,0.9609,0.9950
805,21,192.6217,196.0000,0.9828,0.9609,0.9950
806,21,192.6217,196.0000,0.9828,0.9609,0.9950
807,79,47.2227,48.0000,0.9838,0.9671,0.9949
808,79,47.2227,48.0000,0.9838,0.9671,0.9949
809,79,47.2227,48.0000,0.9838,0.9671,0.9949
810,79,47.2227,48.0000,0.9838,0.9671,0.9949
811,79,47.2227,48.0000,0.9838,0.9671,0.9949
812,66,74.5628,76.0000,0.9811,0.9690,0.9939
813,78,11.8150,12.0000,0.9846,0.9791,0.9930
814,78,11.8150,12.0000,0.9846,0.9791,0.9930
815,77,55.1786,56.0000,0.9853,0.9735,0.9948
816,77,55.1786,56.0000,0.9853,0.9735,0.9948
817,21,192.6217,196.0000,0.9828,0.9609,0.9950
818,21,192.6217,196.0000,0.9828,0.9609,0.9950
819,77,55.1786,56.0000,0.9853,0.9735,0.9948
820,77,55.1786,56.0000,0.9853,0.9735,0.9948
821,76,68.5744,70.0000,0.9796,0.9636,0.9938
822,76,68.5744,70.0000,0.9796,0.9636,0.9938
823,76,68.5744,70.0000,0.9796,0.9636,0.9938
824,76,68.5744,70.0000,0.9796,0.9636,0.9938
825,76,68.5744,70.0000,0.9796,0.9636,0.9938
826,76,68.5744,70.0000,0.9796,0.9636,0.9938
827,76,68.5744,70.0000,0.9796,0.9636,0.9938
828,76,68.5744,70.0000,0.9796,0.9636,0.9938
829,77,55.1786,56.0000,0.9853,0.9735,0.9948
830,77,55.1786,56.0000,0.9853,0.9735,0.9948
831,77,55.1786,56.0000,0.9853,0.9735,0.9948
832,77,55.1786,56.0000,0.9853,0.9735,0.9948
833,66,74.5628,76.0000,0.9811,0.9690,0.9939
834,79,47.2227,48.0000,0.9838,0.9671,0.9949
835,79,47.2227,48.0000,0.9838,0.9671,0.9949
836,79,47.2227,48.0000,0.9838,0.9671,0.9949
837,79,47.2227,48.0000,0.9838,0.9671,0.9949
838,79,47.2227,48.0000,0.9838,0.9671,0.9949
839,79,47.2227,48.0000,0.9838,0.9671,0.9949
840,17,58.8723,60.0000,0.9812,0.9631,0.9950
841,79,47.2227,48.0000,0.9838,0.9671,0.9949
842,80,133.6896,136.0000,0.9830,0.9687,0.9946
843,80,133.6896,136.0000,0.9830,0.9687,0.9946
844,80,133.6896,136.0000,0.9830,0.9687,0.9946
845,80,133.6896,136.0000,0.9830,0.9687,0.9946
846,80,133.6896,136.0000,0.9830,0.9687,0.9946
847,17,58.8723,60.0000,0.9812,0.9631,0.9950
848,80,133.6896,136.0000,0.9830,0.9687,0.9946
849,80,133.6896,136.0000,0.9830,0.9687,0.9946
850,80,133.6896,136.0000,0.9830,0.9687,0.9946
851,80,133.6896,136.0000,0.9830,0.9687,0.9946
852,80,133.6896,136.0000,0.9830,0.9687,0.9946
853,80,133.6896,136.0000,0.9830,0.9687,0.9946
854,80,133.6896,136.0000,0.9830,0.9687,0.9946
855,81,15.7705,16.0000,0.9857,0.9782,0.9932
856,81,15.7705,16.0000,0.9857,0.9782,0.9932
857,81,15.7705,16.0000,0.9857,0.9782,0.9932
858,81,15.7705,16.0000,0.9857,0.9782,0.9932
859,82,31.3147,32.0000,0.9786,0.9641,0.9915
860,82,31.3147,32.0000,0.9786,0.9641,0.9915
861,82,31.3147,32.0000,0.9786,0.9641,0.9915
862,8,184.7370,188.0000,0.9826,0.9611,0.9948
863,8,184.7370,188.0000,0.9826,0.9611,0.9948
864,3,94.2310,96.0000,0.9816,0.9709,0.9940
865,3,94.2310,96.0000,0.9816,0.9709,0.9940
866,82,31.3147,32.0000,0.9786,0.9641,0.9915
867,82,31.3147,32.0000,0.9786,0.9641,0.9915
868,66,74.5628,76.0000,0.9811,0.9690,0.9939
869,80,133.6896,136.0000,0.9830,0.9687,0.9946
870,80,133.6896,136.0000,0.9830,0.9687,0.9946
871,80,133.6896,136.0000,0.9830,0.9687,0.9946
872,80,133.6896,136.0000,0.9830,0.9687,0.9946
873,80,133.6896,136.0000,0.9830,0.9687,0.9946
874,80,133.6896,136.0000,0.9830,0.9687,0.9946
875,80,133.6896,136.0000,0.9830,0.9687,0.9946
876,80,133.6896,136.0000,0.9830,0.9687,0.9946
877,80,133.6896,136.0000,0.9830,0.9687,0.9946
878,80,133.6896,136.0000,0.9830,0.9687,0.9946
879,3,94.2310,96.0000,0.9816,0.9709,0.9940
880,3,94.2310,96.0000,0.9816,0.9709,0.9940
881,61,131.3954,134.0000,0.9806,0.9627,0.9950
882,80,133.6896,136.0000,0.9830,0.9687,0.9946
883,80,133.6896,136.0000,0.9830,0.9687,0.9946
884,80,133.6896,136.0000,0.9830,0.9687,0.9946
885,80,133.6896,136.0000,0.9830,0.9687,0.9946
886,80,133.6896,136.0000,0.9830,0.9687,0.9946
887,83,11.8353,12.0000,0.9863,0.9757,0.9919
888,83,11.8353,12.0000,0.9863,0.9757,0.9919
889,61,131.3954,134.0000,0.9806,0.9627,0.9950
890,16,108.0535,110.0000,0.9823,0.9609,0.9944
891,83,11.8353,12.0000,0.9863,0.9757,0.9919
892,80,133.6896,136.0000,0.9830,0.9687,0.9946
893,80,133.6896,136.0000,0.9830,0.9687,0.9946
894,80,133.6896,136.0000,0.9830,0.9687,0.9946
895,80,133.6896,136.0000,0.9830,0.9687,0.9946
896,80,133.6896,136.0000,0.9830,0.9687,0.9946
897,82,31.3147,32.0000,0.9786,0.9641,0.9915
898,82,31.3147,32.0000,0.9786,0.9641,0.9915
899,3,94.2310,96.0000,0.9816,0.9709,0.9940
900,3,94.2310,96.0000,0.9816,0.9709,0.9940
901,80,133.6896,136.0000,0.9830,0.9687,0.9946
902,80,133.6896,136.0000,0.9830,0.9687,0.9946
903,82,31.3147,32.0000,0.9786,0.9641,0.9915
904,0,15.7533,16.0000,0.9846,0.9772,0.9914
905,0,15.7533,16.0000,0.9846,0.9772,0.9914
906,0,15.7533,16.0000,0.9846,0.9772,0.9914
907,8,184.7370,188.0000,0.9826,0.9611,0.9948
908,8,184.7370,188.0000,0.9826,0.9611,0.9948
909,8,184.7370,188.0000,0.9826,0.9611,0.9948
910,66,74.5628,76.0000,0.9811,0.9690,0.9939
911,8,184.7370,188.0000,0.9826,0.9611,0.9948
912,8,184.7370,188.0000,0.9826,0.9611,0.9948
913,8,184.7370,188.0000,0.9826,0.9611,0.9948
914,8,184.7370,188.0000,0.9826,0.9611,0.9948
915,3,94.2310,96.0000,0.9816,0.9709,0.9940
916,3,94.2310,96.0000,0.9816,0.9709,0.9940
917,66,74.5628,76.0000,0.9811,0.9690,0.9939
918,5,86.9577,88.0000,0.9882,0.9736,0.9959
919,5,86.9577,88.0000,0.9882,0.9736,0.9959
920,5,86.9577,88.0000,0.9882,0.9736,0.9959
921,5,86.9577,88.0000,0.9882,0.9736,0.9959
922,5,86.9577,88.0000,0.9882,0.9736,0.9959
923,5,86.9577,88.0000,0.9882,0.9736,0.9959
924,5,86.9577,88.0000,0.9882,0.9736,0.9959
925,5,86.9577,88.0000,0.9882,0.9736,0.9959
926,5,86.9577,88.0000,0.9882,0.9736,0.9959
927,2,82.7635,84.0000,0.9853,0.9718,0.9950
928,2,82.7635,84.0000,0.9853,0.9718,0.9950
929,2,82.7635,84.0000,0.9853,0.9718,0.9950
930,2,82.7635,84.0000,0.9853,0.9718,0.9950
931,61,131.3954,134.0000,0.9806,0.9627,0.9950
932,2,82.7635,84.0000,0.9853,0.9718,0.9950
933,3,94.2310,96.0000,0.9816,0.9709,0.9940
934,3,94.2310,96.0000,0.9816,0.9709,0.9940
935,2,82.7635,84.0000,0.9853,0.9718,0.9950
936,84,11.8827,12.0000,0.9902,0.9836,0.9944
937,84,11.8827,12.0000,0.9902,0.9836,0.9944
938,84,11.8827,12.0000,0.9902,0.9836,0.9944
939,2,82.7635,84.0000,0.9853,0.9718,0.9950
940,5,86.9577,88.0000,0.9882,0.9736,0.9959
941,5,86.9577,88.0000,0.9882,0.9736,0.9959
942,5,86.9577,88.0000,0.9882,0.9736,0.9959
943,5,86.9577,88.0000,0.9882,0.9736,0.9959
944,5,86.9577,88.0000,0.9882,0.9736,0.9959
945,66,74.5628,76.0000,0.9811,0.9690,0.9939
946,5,86.9577,88.0000,0.9882,0.9736,0.9959
947,5,86.9577,88.0000,0.9882,0.9736,0.9959
948,5,86.9577,88.0000,0.9882,0.9736,0.9959
949,5,86.9577,88.0000,0.9882,0.9736,0.9959
950,5,86.9577,88.0000,0.9882,0.9736,0.9959
951,3,94.2310,96.0000,0.9816,0.9709,0.9940
952,3,94.2310,96.0000,0.9816,0.9709,0.9940
953,8,184.7370,188.0000,0.9826,0.9611,0.9948
954,8,184.7370,188.0000,0.9826,0.9611,0.9948
955,8,184.7370,188.0000,0.9826,0.9611,0.9948
